"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G06590.2",5.70891213912103,-3.11624443144805,1.82169229826209,-1.71063161128857,0.0871491396416733,0.520581817206503
"AT3G06590.4",0,NA,NA,NA,NA,NA
"AT1G51480.1",110.394534569154,-0.178559521624291,0.3289385286144,-0.542835533363769,0.587243045498258,0.976964772189377
"AT3G11080.1",1262.34147594706,-0.203607171501365,0.0974190798380464,-2.09001328938695,0.0366166059403177,0.316886943895337
"AT3G11080.2",0,NA,NA,NA,NA,NA
"AT5G48140.1",0,NA,NA,NA,NA,NA
"AT1G59359.1",211.109302226379,0.0484113243624943,1.5516981783743,0.0311989309758773,0.975110892458379,0.999158681680959
"AT4G11870.1",1.04115140677718,3.812660537079,3.95797733731882,0.963285085321317,0.335404475963778,NA
"AT1G26921.1",0,NA,NA,NA,NA,NA
"AT1G75870.1",0,NA,NA,NA,NA,NA
"AT4G10100.2",42.5931015407355,-1.277321581983,1.58748994243885,-0.804617117775664,0.421040660996094,0.925456245995655
"AT4G10100.1",46.8220363879002,-0.169288483805493,0.535774830829622,-0.31596945967648,0.752025689142408,0.993056188786599
"AT4G10100.3",45.2169675114051,-0.220060688489818,0.580792934487696,-0.378896979323497,0.704764367410876,0.99196171778395
"AT4G26485.1",0,NA,NA,NA,NA,NA
"AT5G53390.1",0,NA,NA,NA,NA,NA
"AT5G57700.1",0,NA,NA,NA,NA,NA
"AT5G57700.3",0,NA,NA,NA,NA,NA
"AT5G57700.2",9.54773922323816,0.384566625221059,3.20927885143758,0.119829607529677,0.904618127509611,0.996125934379365
"AT5G57700.4",11.5187729942009,-1.00766390327441,2.13174426566947,-0.472694553236175,0.63643111309366,0.984843941556844
"AT5G57700.5",5.63117861318516,1.1986042039524,3.76175229989187,0.318629220745569,0.750007692533057,0.993056188786599
"AT3G29450.1",0,NA,NA,NA,NA,NA
"AT4G21040.1",0.0930688593861516,-0.368469528052863,4.07910184898451,-0.0903310438655984,0.9280241515466,NA
"AT3G43580.1",66.1380860869111,-0.993846230862209,0.414026530585406,-2.40044093178516,0.0163753333752173,0.181447126972912
"AT5G20040.1",12.867846592662,-0.79843384047373,3.1330067285048,-0.254845874797969,0.798842141790104,0.994811579342181
"AT5G20040.2",14.9312657655375,-2.25456797514705,1.99261345661438,-1.13146278705643,0.257860357642224,0.798606572956243
"AT5G20040.3",8.41084114400552,0.270169871309683,2.23362754052951,0.120955650128506,0.903726163269039,0.996125934379365
"AT4G27050.1",125.259156887024,-0.386378800417023,0.608965028965526,-0.634484382581674,0.52576475577719,0.962675083167426
"AT4G27050.4",29.0867569525792,-1.23891905232631,2.2102526593146,-0.56053277307695,0.575116091892203,0.973880744130873
"AT4G27050.5",13.3933355958666,-1.91476923132362,3.09762067255423,-0.618141933351944,0.53648178259799,0.965317132202549
"AT4G27050.3",80.2038589549972,0.0335080193279177,0.792446869114249,0.0422842472270362,0.966272102946512,0.998544933255957
"AT4G27050.2",1.35544535010071,-3.60869924125303,3.93389480920391,-0.917334960967934,0.358967142663078,NA
"AT4G03630.1",0,NA,NA,NA,NA,NA
"AT5G61850.1",17.3024050072128,2.46752418422225,0.65360927671182,3.77522821682685,0.000159861237988388,0.00413993410415045
"AT5G61850.2",27.951669237192,3.94728808623221,3.00115012297368,1.31525845908736,0.188423054115592,0.71569145910223
"AT1G75335.1",25.9657650710052,0.313288496070245,0.58393224345718,0.536515151510415,0.591602567227492,0.977757568681394
"AT5G16150.3",89.6452918586773,-0.465691953150835,1.53362183062325,-0.303655010545579,0.761390736790591,0.994205011855647
"AT5G16150.1",589.439190668838,0.00464144450439659,0.2323630651519,0.0199749667674696,0.984063342206609,0.999445529311223
"AT5G16150.2",59.8883399942175,-0.145402950388819,1.48577871759487,-0.0978631263639259,0.922040980292138,0.997047717446352
"AT4G13940.2",295.804096034923,0.108487784214765,1.56452863582907,0.0693421531126372,0.944717273135546,0.998544933255957
"AT4G13940.4",3.84623580693125,-4.07715978980141,3.91686109575847,-1.04092529454683,0.297910221194615,0.842117331742575
"AT4G13940.1",1341.32430688601,-0.0291365401322343,0.2706623685083,-0.107649025214752,0.914274106419087,0.996758687552411
"AT4G13940.3",97.1189824774146,-0.746124441847091,1.49287017522629,-0.499791913743601,0.617221604985084,0.981492390954532
"AT5G55380.1",37.732078232334,-0.00146937310742787,0.396095284802389,-0.00370964554188253,0.997040137884758,0.99967184999232
"AT1G22830.2",1767.89683982759,0.807741338300043,0.195213967862942,4.13772306942274,3.50769369135078e-05,0.00110904067635037
"AT1G22830.1",2993.88986499904,0.505744471484423,0.246892876423242,2.0484368719389,0.0405172117518866,0.337989225562556
"AT5G27340.1",0,NA,NA,NA,NA,NA
"AT1G09630.1",159.206189019599,-0.432480513546685,0.842213788118118,-0.51350443277952,0.607598510819042,0.980216433024491
"AT3G17650.2",129.982155519819,-2.17248950453099,2.50032660067276,-0.868882290796105,0.384911516787703,0.90707513213185
"AT3G17650.1",325.800742857027,0.920872583481159,1.27926452910544,0.719845319345411,0.471620238130581,0.950107760949884
"AT3G60620.2",60.3564352580653,0.556670059990285,1.57997177831304,0.352329116020445,0.724591454886478,0.992112430825974
"AT3G60620.1",57.191661684468,-0.00838620163942857,1.71180354069963,-0.00489904445226293,0.996091143704699,0.99967184999232
"AT2G46370.3",119.839932886988,-0.0208550015854166,0.791535980969195,-0.0263475092564721,0.978980161141464,0.999435058656821
"AT2G46370.2",276.014860904418,0.322172740426421,0.353350409841193,0.911765577323698,0.361892134617356,0.891948769257946
"AT2G46370.1",423.185018052292,-0.15494051374347,0.238001850416865,-0.651005500470219,0.515042936203694,0.960201616443167
"AT2G46370.4",23.7752587238402,2.226786694118,2.20970652638933,1.00772960912442,0.313584286469333,0.856139976100606
"AT1G17280.4",21.7710767113748,-1.82638826658398,1.48346014491702,-1.23116773500251,0.218260136134989,0.752912155873677
"AT1G17280.8",2.05940792586413,-4.2091181305907,3.92468816375925,-1.07247199139486,0.283508087652472,NA
"AT1G17280.1",0,NA,NA,NA,NA,NA
"AT1G17280.3",21.1842509489761,-0.028239345300459,1.47869016585981,-0.0190975404803877,0.984763293485595,0.999445529311223
"AT1G17280.5",0,NA,NA,NA,NA,NA
"AT1G17280.2",72.0161037373395,0.795374062068284,1.59545890750883,0.498523690158959,0.618114975843325,0.981492390954532
"AT1G17280.6",0,NA,NA,NA,NA,NA
"AT1G17280.7",19.1963768632398,0.175291991067336,1.47835633380763,0.118572219064302,0.905614276022767,0.996245958977103
"AT1G17280.9",380.456416235858,-0.104478935836179,0.343086802846259,-0.304526245164252,0.760727000862791,0.994021263493224
"AT3G16660.2",0,NA,NA,NA,NA,NA
"AT3G16660.1",0.882219575702963,-1.64915978423637,3.96067389700005,-0.41638363246353,0.677129303408536,NA
"AT5G05730.2",2.54475347206062,5.10586605625666,3.92774419567633,1.29994872422629,0.193618543871251,0.719110035849202
"AT5G05730.1",356.434606535422,-0.656356576551979,0.172915716891393,-3.79581791841531,0.000147157478726837,0.00384294453988176
"AT4G37930.1",91.9571006098357,-0.144633625282284,0.334086580359998,-0.432922582901811,0.665071013218151,0.988807839201143
"AT5G48770.1",5.97664020058825,-1.14516088729273,1.3474841097799,-0.849851125502168,0.395407861202933,0.915440744572302
"AT1G02750.2",75.9918867764787,0.978308446653528,0.942167883841089,1.03835894157748,0.299102977218369,0.842972507955466
"AT1G02750.1",1021.29674334029,-0.147108207644904,0.216000365172338,-0.68105536547372,0.49583645830733,0.954700889374696
"AT1G61070.1",0.243673898286231,-1.16490032004456,4.04932023695516,-0.287677993311908,0.773593237020923,NA
"AT4G37295.1",13.5090138867437,-0.420340561421692,0.728750408206036,-0.576796330662021,0.564077048609319,0.972508606575885
"AT3G45245.1",0,NA,NA,NA,NA,NA
"AT2G35630.1",1691.71678915586,0.121852397886698,0.0974862899064902,1.24994394600082,0.211320024474447,0.743750826879717
"AT2G35630.2",50.4449272387637,-0.270490711793027,1.57203437712972,-0.17206412005245,0.863387120071563,0.995192718597623
"AT1G15385.1",98.0593037875358,-2.0060272917059,0.421577920965271,-4.7583784442809,1.95154357039918e-06,8.54831056893161e-05
"AT2G31760.1",0.171617327155344,-0.395394427254803,4.07807121369329,-0.0969562340959504,0.92276115076738,NA
"AT1G12855.1",0,NA,NA,NA,NA,NA
"AT1G03520.1",106.17819725383,0.275520340897496,0.295604020636372,0.932058841095464,0.351306117309915,0.883391891892376
"AT1G03520.2",14.0866076700034,0.544766132546587,2.27991300028026,0.238941631755081,0.81115084289801,0.995085139083671
"AT4G05450.2",13.4369080872488,2.23594919957759,2.40080855215178,0.931331737207272,0.351681989796974,0.883651321135489
"AT4G05450.1",83.0411775816183,0.242338662245261,0.286874017713826,0.844756399260277,0.39824686281099,0.917801906970471
"AT3G02480.1",2970.78681088026,4.13215253692776,0.335029843701334,12.3336849376661,5.96549251876622e-35,2.5509937383374e-32
"AT1G67880.1",2250.08119987911,0.340950963408585,0.158924976348615,2.14535796224176,0.0319242374633541,0.288008481967654
"AT5G45080.1",0.76164653142324,-1.3729626749765,2.58759254764166,-0.530594616307667,0.595699727208848,NA
"AT4G33550.1",2.04202147722818,3.76466224357002,3.93279138447611,0.957249412829336,0.338441381904978,NA
"AT4G33550.2",16.1877216640937,-0.678635773049259,1.41019775462707,-0.481234472840815,0.630349862769048,0.983713586693761
"AT1G36580.1",1.09718581324367,-2.05618503677818,2.45629890306107,-0.837107012593514,0.402532418974475,NA
"ATMG00510.1",26.144856091341,1.1607109433765,0.554772675795282,2.09222803144115,0.0364181220876443,0.315808354022385
"AT5G19840.1",116.602228929646,-0.114343935632273,0.3615586413807,-0.316252808107759,0.751810627893516,0.993056188786599
"AT5G19840.2",10.1172000814113,-1.44726868795949,1.38352422490984,-1.04607397680644,0.295526878941196,0.839136402042347
"AT4G01910.1",64.5156536053832,-0.111421624845443,0.529895771321891,-0.210270832257234,0.833456298871546,0.995192718597623
"AT5G58140.1",86.9529786067603,-1.08660849372344,1.57864543588567,-0.688317002046642,0.491253177286199,0.95332742980818
"AT5G58140.2",24.7983847156591,-1.17058085828488,3.30168745643371,-0.35454017793352,0.722934099240222,0.992112430825974
"AT5G58140.5",81.2751486763711,0.221129367409057,0.472233027571604,0.46826323975302,0.639596352997376,0.984936139169851
"AT5G58140.7",0,NA,NA,NA,NA,NA
"AT5G58140.3",112.447966529711,1.90135854795951,0.701599612989952,2.71003363279612,0.006727638581172,0.0931037685525462
"AT5G58140.6",1.37293861724275,-3.62079280303096,3.93366944187224,-0.920461888456909,0.35733144026069,NA
"AT5G58140.4",3.87187453316824,-2.31938794051617,3.14527145888591,-0.737420591778656,0.460866616898004,0.943998737067324
"AT3G24170.3",1338.3790942482,0.0246638662597397,0.174789345290166,0.14110623401441,0.887786018899058,0.995192718597623
"AT3G24170.2",309.839770042623,1.08771802877585,0.857137253845897,1.26901266266909,0.204436547822583,0.734514998825245
"AT3G24170.1",432.662067122862,0.17288210886196,0.216287480135297,0.79931630232973,0.424107028366429,0.928206959247089
"AT3G05210.2",187.801059537332,-0.401264788113823,0.350832928329958,-1.14374893492447,0.25272777286216,0.792903256567728
"AT3G05210.1",360.160282363344,0.141861759036621,0.183812787389425,0.771773068954516,0.440248844973477,0.937042161923461
"AT5G35690.1",659.14146917457,0.185153298062245,0.154470557868992,1.19863163968939,0.230671209812387,0.769998065366911
"AT3G12680.1",375.900786510882,-0.0118055024519346,0.153781560504518,-0.0767679974972537,0.938808109881404,0.998323402911105
"AT3G01160.1",726.718783825248,-0.0985674257614437,0.0899959669461985,-1.09524269926862,0.273410323610583,0.817653980323515
"AT1G74190.1",14.3034617191345,-0.221654962274678,0.573697342001808,-0.386362191432255,0.699228447175786,0.990867271688637
"AT5G28345.1",11.436967863325,-0.29269551291635,0.867810517105158,-0.337280439850768,0.735905503469968,0.992573715722873
"AT5G39460.1",0.264686186541496,-1.24871436839411,4.04328843831291,-0.308836331477539,0.757446030667133,NA
"AT1G14590.1",154.678472768819,-0.303439383824683,0.178381646138836,-1.70106841366692,0.0889301413137395,0.525486901892347
"AT4G11210.1",0.543892764699951,-2.31042545169354,3.97300745628911,-0.581530610529367,0.560882893881785,NA
"AT3G13880.1",47.6770096504837,-0.335978637307781,0.516337261191146,-0.650696090637943,0.515242687281855,0.960201616443167
"AT5G06650.1",0,NA,NA,NA,NA,NA
"AT1G80625.1",4.80733256925984,-0.666194327429664,1.48213476044787,-0.449482965522214,0.653083293672104,0.987025141208669
"AT4G30660.2",22.8591677379048,0.645876814297668,0.789758980832201,0.817815092925036,0.413462778542317,0.92222822360272
"AT4G30660.1",35.7068082893737,0.111499063416681,0.735538816492443,0.151588279118137,0.87951167847562,0.995192718597623
"AT1G08300.2",422.434335261938,0.0700575376483927,0.214645041538546,0.326387868763378,0.74413091476054,0.993056188786599
"AT1G08300.1",50.1967104955282,-1.05770783445783,0.661016820985986,-1.6001224187913,0.109571428469666,0.582492995653626
"AT1G08300.3",347.142774368447,0.416528167125704,0.265438051193111,1.56921046268032,0.116598907102491,0.599666422574106
"AT2G38610.1",229.866275951294,0.410706508923948,0.320353157048901,1.28204295755155,0.199827577348632,0.72755167373768
"AT2G38610.2",80.8708978641838,-0.69632064048336,1.57733649806516,-0.441453451015368,0.658884753602353,0.987743850374302
"AT2G02070.1",16.5964911201866,0.137889281460152,1.45174965446863,0.0949814460335606,0.924329564205811,0.997234089589548
"AT2G02070.2",0.753025194500396,-2.75768895790942,3.95550655893534,-0.697177192559548,0.485691910382491,NA
"AT1G07020.1",166.828570910943,-0.0917475254272305,0.184368304380491,-0.497631768841818,0.618743607717272,0.981492390954532
"AT2G22426.1",16.9457569619408,0.638328409751121,0.825247432243386,0.773499419460008,0.439226872190503,0.936488083367847
"AT3G05110.1",5.19252706285259,-1.99736312543173,1.56776586986986,-1.27401875740383,0.202656768629097,0.73205442338355
"AT3G48520.1",17292.0340360423,0.888188628673241,0.121698542073443,7.29826843888758,2.91494637721557e-13,3.5236860623514e-11
"AT3G07420.2",0,NA,NA,NA,NA,NA
"AT3G07420.1",49.3832630965439,-0.433973286688638,0.460789837086376,-0.941803077586732,0.346293469232186,0.87956443412383
"AT3G13460.1",165.512233651554,0.00634460934621917,0.538171041163139,0.0117892061462591,0.990593792319843,0.99967184999232
"AT3G13460.3",831.661540580422,0.0454095255940363,0.29789055426003,0.152436943517176,0.878842320826737,0.995192718597623
"AT3G13460.4",842.061607793468,-0.0980744880887986,0.818669581372174,-0.119797400954382,0.904643640854464,0.996125934379365
"AT3G13460.2",284.773798511673,0.425172299493346,2.01528789466669,0.210973479580031,NA,NA
"AT4G29040.1",1252.63429570654,-0.141518234931566,0.105267863287494,-1.34436313716247,0.178830988039233,0.705134428915927
"AT4G20940.1",9.8193982519219,-0.222224885256961,0.775569363757457,-0.286531283520964,0.774471236613636,0.994811579342181
"AT1G59760.1",555.29356660829,-0.2987499892118,0.178374176522725,-1.6748499981091,0.0939636662267494,0.540644957099897
"AT5G44070.2",85.0852262899113,0.206402721743359,0.497490735071365,0.414887569139856,0.678224210269528,0.988883481791523
"AT5G44070.1",13113.2693188963,-0.0429575561522134,0.108400317835168,-0.396286256443767,0.691893864868885,0.990324658780964
"AT2G18420.2",0.0930688593861516,-0.368469528052863,4.07910184898451,-0.0903310438655984,0.9280241515466,NA
"AT2G18420.1",0.795049771010926,-2.83169738092895,3.95308991420531,-0.716325062770095,0.473790654672913,NA
"AT2G17650.1",1275.29243437719,-0.000107213417881994,0.138411864419568,-0.000774597021227877,0.999381961057722,0.999763823580456
"AT2G42550.1",0,NA,NA,NA,NA,NA
"AT1G72570.1",2.39760500159367,-1.52617420195943,1.57172035037169,-0.971021468035647,0.331537588213096,NA
"AT4G15400.1",28.2324685719923,-0.23678428651574,0.507930851483205,-0.466174255460773,0.641090775414959,0.984961101583352
"AT3G10150.2",0.0930688593861516,-0.368469528052863,4.07910184898451,-0.0903310438655984,0.9280241515466,NA
"AT3G10150.1",0,NA,NA,NA,NA,NA
"AT1G01360.1",219.2327246709,-0.255357229173274,0.316936778901637,-0.805703995788148,0.420413544999702,0.925162529163607
"AT4G11630.1",337.840084847117,0.190593255682677,0.19829448949061,0.961162643360811,0.33647039625032,0.87327609860583
"AT5G55730.1",3.18295690082951,1.0788959257088,3.78831625966633,0.284795632612739,0.775800718400973,0.994811579342181
"AT5G55730.2",2.58361648863043,0.493422255446949,3.31867314110779,0.148680582409584,0.881805683910905,0.995192718597623
"AT5G09280.1",3.05886787861918,-0.936342193078316,1.67978666635007,-0.557417326756647,0.577242329930653,0.974191094156043
"AT4G01395.1",332.697093111115,-0.030149925118932,0.139210361987291,-0.216578167663155,0.828537101590772,0.995192718597623
"AT4G39550.1",85.5610965918497,0.241011061535988,0.341238629264842,0.706283054926162,0.480012129058555,0.951678819872154
"AT5G42567.1",0.343234654310689,-1.59232524302468,4.01490446072129,-0.396603520358394,0.691659856159369,NA
"AT5G07110.1",641.131098040322,0.0687866189174519,0.158542842078518,0.43386770424732,0.664384513188029,0.988475256196146
"AT1G70400.3",0.987679386421536,-3.1444754190053,3.94412252100477,-0.797256018863289,0.425302357728857,NA
"AT1G70400.1",8.28257628723724,2.14149106466053,0.89284905101249,2.39849172962897,0.0164627482518667,0.181912699237583
"AT1G70400.2",0.465344296930758,-2.10795894460256,3.98285002886661,-0.529258929993511,0.596625841760773,NA
"AT1G52690.2",2092.69163879156,2.25440888288931,0.225434288097766,10.0002927767209,1.51947159542686e-23,3.82214141761418e-21
"AT1G52690.1",394.525966152725,1.80581565426646,0.702426707456076,2.57082430821351,0.0101456783122656,0.128264469720106
"AT2G31710.1",168.55760482005,-0.0966423125135082,0.227973239626017,-0.423919547189165,0.671624487982409,0.988807839201143
"AT1G78750.1",1.10210278271079,0.219856947166825,3.89275382161026,0.0564785129607501,0.954960612371554,NA
"AT1G78750.2",0.279206578158455,-1.39222536666178,4.03064149765054,-0.34541036891356,0.729785883061348,NA
"AT1G15720.1",180.288794019117,-0.109699963988144,0.161735984081079,-0.678265659997786,0.49760326765714,0.955080342975451
"AT1G14850.1",1452.32787966223,0.134050842381798,0.088602380846934,1.51294853592455,0.130292731830342,0.62705933694328
"AT2G41475.1",416.74522247854,0.487448154870912,0.144607829651177,3.37082823279164,0.000749425691924192,0.0155295351016272
"AT5G01620.3",25.878616819904,-0.673720222645949,1.4183932790127,-0.474988307273217,0.63479530746918,0.984843941556844
"AT5G01620.1",59.2464093205879,1.24196621257523,0.634729439262215,1.95668600785059,0.0503843959608432,0.382948275010097
"AT5G01620.2",4.78865970120624,0.92266120103753,3.76602125310404,0.244996280962847,0.806459310987783,0.995085139083671
"AT4G25390.2",120.84800186405,2.04120886594624,1.63972633036652,1.24484728222299,0.213187892158852,0.746629781723362
"AT4G25390.1",4528.6574109903,0.0389463404476462,0.1045954934796,0.372351992920635,0.709630792302015,0.992112430825974
"AT1G70470.1",0.264686186541496,-1.24871436839411,4.04328843831291,-0.308836331477539,0.757446030667133,NA
"AT1G11820.3",32.0247863652369,0.529397801904836,2.34823845534518,0.225444652224221,NA,NA
"AT1G11820.2",77.3927772840792,0.10135113474064,0.525925296669503,0.192710134656882,0.84718598592487,0.995192718597623
"AT1G11820.1",6.02420155600316,-5.76364767011721,3.91287673353933,-1.47299495041946,0.140752397368774,0.649078970304264
"AT1G80700.1",178.855889863907,-0.160265412294119,0.264926226877567,-0.604943550448042,0.545216504936289,0.968069953210883
"AT3G62050.1",5.03119418108831,0.554841750379399,1.05903460215587,0.523912768525136,0.600339213465606,0.979318316553014
"AT2G47280.1",0.429811617058534,-1.97838123292758,3.98989267965794,-0.495848232463535,0.620001492235475,NA
"AT2G18060.2",2.1709608893707,1.94161355167976,3.84159530088158,0.505418556513279,0.613264888132899,NA
"AT2G18060.1",0.343234654310689,-1.59232524302468,4.01490446072129,-0.396603520358394,0.691659856159369,NA
"AT2G18060.3",5.24944910492082,-2.47002304655644,1.35431491217094,-1.82381735913772,0.0681796886152595,0.455317160137056
"AT5G06720.1",5867.25686107773,-0.324735091593855,0.0732077096907618,-4.43580454798511,9.17290476499307e-06,0.000335261829070954
"AT5G01020.1",210.122241042752,-0.0822285886021365,0.253212615297132,-0.324741279203824,0.745376890084168,0.993056188786599
"AT5G55810.1",54.1804825263504,-0.225384836058804,0.33268416335402,-0.677473895320246,0.498105327408314,0.955080342975451
"AT5G55810.3",0,NA,NA,NA,NA,NA
"AT5G55810.2",12.1732493920054,-1.05692780495202,1.57597350817005,-0.670650743475552,0.502443048413227,0.956591595218447
"AT1G60783.1",2.07392831748109,-4.22076566444935,3.92454448462168,-1.07547912400749,0.282160273734067,NA
"AT2G05160.3",6.87257694377052,1.1770682801745,3.7549930690544,0.313467497416958,0.753925510538699,0.993342850060134
"AT2G05160.1",8.41487365114322,-0.612023454462433,3.16978926575355,-0.19308017131446,0.846896181456925,0.995192718597623
"AT2G05160.2",0,NA,NA,NA,NA,NA
"AT1G25230.2",0.279206578158455,-1.39222536666178,4.03064149765054,-0.34541036891356,0.729785883061348,NA
"AT1G25230.3",0,NA,NA,NA,NA,NA
"AT1G25230.1",13.0253775976646,-0.448754598363989,1.3816204111313,-0.324803104201782,0.745330095010244,0.993056188786599
"AT4G02290.1",17.1635085609508,0.976530405123785,0.629646363294352,1.55091883643147,0.120921135720909,0.608440481640271
"AT4G02290.2",0,NA,NA,NA,NA,NA
"AT4G04970.1",179.255726625231,0.253824138237281,0.234395224478729,1.08288954607228,0.278857452554796,0.823077049176392
"AT5G64200.1",919.888335931848,0.164654878613576,0.175812482213933,0.93653690875725,0.348996818554168,0.882144400412784
"AT5G64200.2",187.733397681063,-0.859714374562816,0.421173650695599,-2.04123494701754,0.0412274796313093,0.341664747622842
"AT5G10040.1",17.9339452225519,0.138696371417868,0.622308255410794,0.222874066368143,0.823633520787317,0.995192718597623
"AT2G43410.2",427.821045089344,-1.59204612734843,1.47398010978721,-1.08010014299194,0.280097588214005,0.824101105631217
"AT2G43410.5",145.683874675824,0.320239641588126,0.517960973283996,0.618269827469298,0.536397487635603,0.965317132202549
"AT2G43410.3",68.4775666150421,0.235695061425839,0.676783207090625,0.348257845284092,0.727646549160668,0.992112430825974
"AT2G43410.4",65.9812171575033,-0.380371602523302,0.495051876736702,-0.76834695594055,0.442281084954032,0.937098243120634
"AT2G43410.1",417.129298467069,1.17905224043779,0.385324290800037,3.05989595929642,0.00221413892584966,0.0377972518230124
"AT2G43410.6",206.53893876155,-0.791712828499752,0.779570459838066,-1.01557571674048,0.309831473379647,0.853195482410859
"AT3G15290.2",17.2992794624426,1.71118732100204,1.59725546920731,1.07132976157613,0.284021182401067,0.827981648908437
"AT3G15290.1",298.051156021662,0.139137997245222,0.136906933232916,1.01629620910806,0.309488353280277,0.853195482410859
"AT5G55620.1",0,NA,NA,NA,NA,NA
"AT2G23290.1",875.692336594389,0.0727394921777177,0.13000382611606,0.559518087665974,0.575808190387745,0.973905428078066
"AT1G43900.1",193.695272730208,-0.234092057479401,0.219139791686029,-1.06823163277802,0.285416039052025,0.829010247577668
"AT3G28480.1",183.314596519394,-0.42036080691524,0.331321657016949,-1.26873929914499,0.204534061048704,0.734683439441525
"AT3G28480.2",0,NA,NA,NA,NA,NA
"AT4G03120.1",194.614278552797,0.187020931771688,0.180522622355456,1.03599720263002,0.300203447567109,0.843716102099884
"AT5G47640.1",547.391915975652,1.77648381714152,0.127702922695787,13.9110662437495,5.42644213416652e-44,3.63997226293797e-41
"AT5G42200.1",119.790552247297,1.09439326516855,0.235011266203875,4.65676936619349,3.21209931909499e-06,0.000133681165092749
"AT5G28463.1",0.827804047860012,-0.133153931829958,3.67795288725132,-0.0362032728291604,0.97112027636159,NA
"AT4G26320.1",2.45885467472277,-0.479771313166144,1.66291781673924,-0.288511740229539,0.772955045010467,NA
"AT5G44316.1",20.7541105738808,1.52496123751546,0.721762869005848,2.11282860756738,0.0346154401769175,0.304341868016538
"AT1G67840.1",113.507003578044,0.918593160665881,0.463872484367272,1.98027085378615,0.0476731020094813,0.369901750905955
"AT1G67840.2",79.374479761615,-0.544941538211985,0.751878452112907,-0.72477344799629,0.468591027485212,0.948199437865519
"AT5G26770.2",248.78527304818,-0.216085610543644,0.281892236182409,-0.766553962145371,0.443346756566877,0.937503666501654
"AT5G26770.1",179.308322991505,0.191551062193812,1.67139140284529,0.114605748161517,0.908757623360292,0.996446587885082
"AT5G26770.4",16.20007097565,-1.13935701129595,2.2474142253037,-0.506963513209046,0.612180419884924,0.980216433024491
"AT5G26770.5",0,NA,NA,NA,NA,NA
"AT5G26770.3",178.072865826106,0.0765912190638015,0.674439236195597,0.11356281626769,0.909584364922164,0.996758687552411
"AT5G26770.6",196.207298643532,0.804129619684461,0.345211514696536,2.32938237993407,0.0198388176705241,0.207422357123664
"AT3G05910.1",204.609115770244,0.154737010226816,0.2839017638186,0.545037157027619,0.585727962459515,0.976600174639151
"AT3G05910.2",38.8927147499862,1.48737331100884,1.67001772279982,0.890633249397635,0.373125955591177,0.899741942678096
"AT3G52230.1",466.555990817712,0.0782765631264633,0.104949848346748,0.745847320025109,0.455759651143611,0.942170107023787
"AT2G17900.1",58.137458465688,-0.52402692358717,0.45061972482134,-1.16290276417646,0.244868955808955,0.784978147180246
"AT1G64660.1",786.36225017904,0.805554705558256,0.130485825228742,6.17350355217601,6.67930487413463e-10,5.4795927996198e-08
"AT1G07690.5",0,NA,NA,NA,NA,NA
"AT1G07690.1",0.301210077800158,-1.42594645973255,4.02784051916463,-0.354022571883827,0.723321967374743,NA
"AT1G07690.4",0,NA,NA,NA,NA,NA
"AT1G07690.2",0,NA,NA,NA,NA,NA
"AT1G07690.3",0,NA,NA,NA,NA,NA
"AT2G19620.2",0,NA,NA,NA,NA,NA
"AT2G19620.1",263.926630104829,0.050891879472303,0.214348593198268,0.237425768524775,0.81232650077381,0.995085139083671
"AT2G19620.3",2.13698672665724,0.0375626912380284,3.81274181733552,0.0098518842968178,0.992139460781789,NA
"AT1G47920.1",1.79655663485847,-0.156094771038343,2.61670218828108,-0.0596532428250393,0.952431812193473,NA
"AT3G07710.1",0,NA,NA,NA,NA,NA
"AT1G23680.1",0,NA,NA,NA,NA,NA
"AT2G18290.1",38.9368145925567,-1.04175698501088,1.38860434838845,-0.750218725888261,0.453122982454563,0.941057029724055
"AT3G66656.1",0.62885084882426,3.0826375712118,3.99134232233341,0.772331041104396,0.439918385012609,NA
"AT1G18450.1",405.791314591445,0.243140475879974,0.126395112799737,1.92365409147751,0.054397956061922,0.400410836353301
"AT4G31115.1",67.0331592947523,0.264179496922608,0.380158480130752,0.694919384230878,0.487105824042293,0.953151155726922
"AT4G31115.2",12.4616905698035,-1.95826604575262,2.11647274550336,-0.925249828949197,0.354835969490624,0.886247975197068
"AT4G32450.1",297.223224249671,-0.145556327304691,0.310181889427986,-0.469261205330573,0.638882941500345,0.984927518834063
"AT1G17960.2",129.369821159285,0.451136662369441,0.374802414737358,1.20366530371896,0.228718967836264,0.768443194547963
"AT1G17960.1",176.031696914603,-0.565229004879704,0.439652143841099,-1.28562776913011,0.198573000568453,0.725799647378495
"AT1G55930.1",79.7130945695237,0.0500889672856192,0.456774551473523,0.109657963921229,0.912680639226901,0.996758687552411
"AT1G55930.2",106.631218075373,-0.0848498568568678,0.291220771706339,-0.291359219878823,0.770776600018017,0.994811579342181
"AT5G21150.1",6.4496364167462,1.3175059902775,1.80766237453902,0.728845169780935,0.466096377610347,0.946754342234875
"AT2G32750.2",0,NA,NA,NA,NA,NA
"AT2G32750.1",10.0003313089431,1.4411978963314,1.53820228076046,0.936936522821238,0.348791210840543,0.882144400412784
"AT1G61400.1",98.1391500178075,0.209969140280128,0.387069414656963,0.542458619382808,0.587502606750087,0.976964772189377
