"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031048","regulatory ncRNA-mediated heterochromatin formation","8/377","52/21192",0.153846153846154,8.64803101407876,7.43116687502554,3.53872183480615e-06,0.00415092071222761,0.00371007047101781,"AT1G28060/AT2G27040/AT3G17712/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",8
"GO:0040029","epigenetic regulation of gene expression","15/377","216/21192",0.0694444444444444,3.90362511052166,5.77250443368449,8.13297637610578e-06,0.00415631828332438,0.00371489479085663,"AT1G28060/AT2G27040/AT3G17712/AT3G18520/AT2G40930/AT4G08590/AT3G14980/AT3G06930/AT4G13520/AT3G20010/AT3G48670/AT5G59390/AT3G43920/AT5G11470/AT4G30200",15
"GO:0031047","regulatory ncRNA-mediated gene silencing","12/377","144/21192",0.0833333333333333,4.68435013262599,5.97028299276363,1.06299700340777e-05,0.00415631828332438,0.00371489479085663,"AT1G28060/AT2G35920/AT2G27040/AT3G17712/AT3G14980/AT3G20010/AT3G48670/AT5G43810/AT5G59390/AT3G43920/AT5G11470/AT4G20920",12
"GO:0006281","DNA repair","19/377","349/21192",0.0544412607449857,3.0602631238932,5.22292129852732,1.77541167611888e-05,0.00460330649731725,0.00411441043776909,"AT5G54260/AT2G06510/AT4G02070/AT1G67500/AT1G31360/AT1G35530/AT5G22470/AT5G40840/AT1G03190/AT3G05480/AT5G40820/AT5G27680/AT3G20010/AT3G48670/AT4G24790/AT3G16230/AT3G12380/AT1G08840/AT1G55915",19
"GO:0045814","negative regulation of gene expression, epigenetic","12/377","153/21192",0.0784313725490196,4.40880012482447,5.69498912276643,1.9621937328718e-05,0.00460330649731725,0.00411441043776909,"AT1G28060/AT2G27040/AT3G17712/AT3G18520/AT4G08590/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT3G43920/AT5G11470/AT4G30200",12
"GO:0006974","DNA damage response","20/377","390/21192",0.0512820512820513,2.88267700469292,5.05026036707108,2.53097919686776e-05,0.00494806432987646,0.00442255312294787,"AT5G54260/AT2G06510/AT4G02070/AT1G67500/AT1G31360/AT1G35530/AT4G03130/AT5G22470/AT5G40840/AT1G03190/AT3G05480/AT5G40820/AT5G27680/AT3G20010/AT3G48670/AT4G24790/AT3G16230/AT3G12380/AT1G08840/AT1G55915",20
"GO:0010629","negative regulation of gene expression","20/377","398/21192",0.050251256281407,2.82473374831718,4.94572784074128,3.37235318829589e-05,0.00556494309139755,0.00497391602192486,"AT1G28060/AT2G35920/AT1G76630/AT2G27040/AT3G17712/AT1G06710/AT3G18520/AT1G55500/AT4G08590/AT3G14980/AT5G42540/AT3G20010/AT3G48670/AT1G21580/AT5G43810/AT5G59390/AT3G43920/AT5G11470/AT4G20920/AT4G30200",20
"GO:0006338","chromatin remodeling","17/377","306/21192",0.0555555555555556,3.12290008841733,5.03408825116409,3.79535760709126e-05,0.00556494309139755,0.00497391602192486,"AT1G28060/AT5G55300/AT2G27040/AT3G17712/AT3G18520/AT2G40930/AT4G08590/AT3G14980/AT3G06930/AT4G13520/AT2G44980/AT3G20010/AT3G48670/AT5G59390/AT3G43920/AT5G11470/AT4G30200",17
"GO:0006325","chromatin organization","17/377","323/21192",0.0526315789473684,2.95853692586905,4.77353816262403,7.41728338157037e-05,0.00966719267398005,0.00864048450063636,"AT1G28060/AT5G55300/AT2G27040/AT3G17712/AT3G18520/AT2G40930/AT4G08590/AT3G14980/AT3G06930/AT4G13520/AT2G44980/AT3G20010/AT3G48670/AT5G59390/AT3G43920/AT5G11470/AT4G30200",17
"GO:0034314","Arp2/3 complex-mediated actin nucleation","4/377","15/21192",0.266666666666667,14.9899204244032,7.29435421092749,0.000115194925540581,0.0118733614351202,0.0106123462012651,"AT2G30910/AT4G18600/AT1G29170/AT2G31300",4
"GO:0080188","gene silencing by siRNA-directed DNA methylation","6/377","44/21192",0.136363636363636,7.66530021702435,5.95620444267437,0.00012146661314701,0.0118733614351202,0.0106123462012651,"AT1G28060/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",6
"GO:0141194","siRNA-mediated heterochromatin formation","6/377","44/21192",0.136363636363636,7.66530021702435,5.95620444267437,0.00012146661314701,0.0118733614351202,0.0106123462012651,"AT1G28060/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",6
"GO:0006302","double-strand break repair","10/377","139/21192",0.0719424460431655,4.04404327996489,4.845732332895,0.000196510390358194,0.0177312836838586,0.0158481254086447,"AT5G54260/AT2G06510/AT1G67500/AT1G31360/AT1G35530/AT5G22470/AT5G40840/AT5G40820/AT5G27680/AT3G48670",10
"GO:0006955","immune response","17/377","360/21192",0.0472222222222222,2.65446507515473,4.26090218082068,0.000270588997392772,0.0205756501164457,0.0183904047345806,"AT4G04540/AT4G16890/AT1G17615/AT5G45060/AT5G24950/AT1G29730/AT5G05780/AT2G37150/AT1G61420/AT1G67520/AT1G55250/AT1G03160/AT4G24180/AT3G43920/AT1G42540/AT1G65800/AT4G03230",17
"GO:0000724","double-strand break repair via homologous recombination","8/377","94/21192",0.0851063829787234,4.78401715672442,4.94828349240583,0.0002738037023088,0.0205756501164457,0.0183904047345806,"AT5G54260/AT2G06510/AT1G67500/AT1G31360/AT1G35530/AT5G40840/AT5G27680/AT3G48670",8
"GO:0002376","immune system process","17/377","364/21192",0.0467032967032967,2.62529512927391,4.20937225711318,0.000307525493239188,0.0205756501164457,0.0183904047345806,"AT4G04540/AT4G16890/AT1G17615/AT5G45060/AT5G24950/AT1G29730/AT5G05780/AT2G37150/AT1G61420/AT1G67520/AT1G55250/AT1G03160/AT4G24180/AT3G43920/AT1G42540/AT1G65800/AT4G03230",17
"GO:0098656","monoatomic anion transmembrane transport","4/377","19/21192",0.210526315789474,11.8341477034762,6.35826386601809,0.000309186880100804,0.0205756501164457,0.0183904047345806,"AT1G73020/AT5G61810/AT2G16990/AT5G67500",4
"GO:0006820","monoatomic anion transport","5/377","34/21192",0.147058823529412,8.26650023404587,5.70670781645821,0.000315738876467197,0.0205756501164457,0.0183904047345806,"AT1G73020/AT5G12080/AT5G61810/AT2G16990/AT5G67500",5
"GO:0006346","DNA methylation-dependent constitutive heterochromatin formation","6/377","54/21192",0.111111111111111,6.24580017683466,5.19439377943766,0.00038277311296604,0.0236312032373245,0.0211214415797327,"AT1G28060/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",6
"GO:0000725","recombinational repair","8/377","100/21192",0.08,4.49697612732096,4.71728352299226,0.000417439146123592,0.0244828059201487,0.0218825994494262,"AT5G54260/AT2G06510/AT1G67500/AT1G31360/AT1G35530/AT5G40840/AT5G27680/AT3G48670",8
"GO:0031507","heterochromatin formation","8/377","101/21192",0.0792079207920792,4.45245161120887,4.68056083819274,0.000446445237344941,0.0249371554002674,0.0222886945561685,"AT1G28060/AT2G27040/AT3G17712/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",8
"GO:0071230","cellular response to amino acid stimulus","4/377","22/21192",0.181818181818182,10.2204002893658,5.82316210722821,0.000559425187609135,0.0288235144058325,0.0257623012053746,"AT3G04110/AT2G29110/AT1G42540/AT1G05200",4
"GO:0140719","constitutive heterochromatin formation","6/377","58/21192",0.103448275862069,5.81505533705296,4.94177105256611,0.00056516694913397,0.0288235144058325,0.0257623012053746,"AT1G28060/AT3G14980/AT3G20010/AT3G48670/AT5G59390/AT5G11470",6
"GO:0006310","DNA recombination","11/377","189/21192",0.0582010582010582,3.2716096164372,4.22164905511608,0.000596192941171378,0.0291389299997511,0.0260442179564339,"AT5G54260/AT5G63370/AT2G06510/AT1G67500/AT1G31360/AT1G35530/AT5G40840/AT1G01690/AT1G03190/AT5G27680/AT3G48670",11
"GO:0045010","actin nucleation","4/377","24/21192",0.166666666666667,9.36870026525199,5.52054448793783,0.000790149651210883,0.0361257644254576,0.0322890127587883,"AT2G30910/AT4G18600/AT1G29170/AT2G31300",4
"GO:0048532","anatomical structure arrangement","7/377","85/21192",0.0823529411764706,4.62924013106569,4.5120105407122,0.000800741581467943,0.0361257644254576,0.0322890127587883,"AT5G55300/AT1G15750/AT1G52150/AT5G19280/AT5G43810/AT1G55350/AT1G27370",7
"GO:0048584","positive regulation of response to stimulus","14/377","296/21192",0.0472972972972973,2.65868521040935,3.86755449072866,0.000906885350535604,0.0385030434905165,0.034413811923143,"AT4G16890/AT1G17615/AT5G62470/AT1G10300/AT1G49540/AT5G01520/AT3G18520/AT5G45060/AT3G06930/AT1G14685/AT1G09730/AT1G42540/AT5G26920/AT1G06040",14
"GO:0010564","regulation of cell cycle process","9/377","140/21192",0.0642857142857143,3.61364153088291,4.1756256132593,0.00091908373208394,0.0385030434905165,0.034413811923143,"AT5G54260/AT5G63370/AT1G35530/AT3G16320/AT3G05480/AT5G40820/AT5G61960/AT1G55350/AT5G11300",9
"GO:0000018","regulation of DNA recombination","4/377","26/21192",0.153846153846154,8.64803101407876,5.25140014394977,0.00108095424246948,0.0437227353936795,0.0390791443012561,"AT5G63370/AT1G35530/AT1G03190/AT3G48670",4
