"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008094","ATP-dependent activity, acting on DNA","13/474","110/26722",0.118181818181818,6.66256233218258,7.99720072187823,8.12141275062557e-08,3.39475052976149e-05,2.96645286786008e-05,"AT2G18760/AT5G08110/AT2G44980/AT1G35530/AT1G31360/AT3G19210/AT5G27680/AT1G60460/AT1G79050/AT1G02670/AT3G05740/AT2G40770/AT3G27730",13
"GO:0140097","catalytic activity, acting on DNA","17/474","233/26722",0.0729613733905579,4.11323590662972,6.41393604676481,1.0400741352006e-06,0.000217375494256925,0.000189950381534004,"AT2G18760/AT5G08110/AT2G44980/AT5G54260/AT1G35530/AT1G31360/AT5G41150/AT1G34380/AT3G19210/AT5G27680/AT1G60460/AT1G79050/AT5G63960/AT1G02670/AT3G05740/AT2G40770/AT3G27730",17
"GO:0004527","exonuclease activity","10/474","85/26722",0.117647058823529,6.63241499131298,6.98922254137724,2.67525151208391e-06,0.000372751710683691,0.000325723605155479,"AT5G67240/AT2G48100/AT5G54260/AT2G26970/AT1G61010/AT1G54440/AT1G34380/AT2G32415/AT5G63960/AT5G11350",10
"GO:0043138","3'-5' DNA helicase activity","5/474","15/26722",0.333333333333333,18.7918424753868,9.26235488279339,4.45848678377687e-06,0.000465911868904683,0.000407130240518572,"AT5G08110/AT1G35530/AT1G31360/AT5G27680/AT3G05740",5
"GO:0030674","protein-macromolecule adaptor activity","18/474","313/26722",0.0575079872204473,3.2420431107696,5.36176240509635,1.42649708901239e-05,0.00102083672127107,0.00089204316867555,"AT3G15880/AT3G05270/AT1G51270/AT1G77800/AT3G20810/AT4G11970/AT5G37380/AT1G54360/AT4G05520/AT5G10450/AT1G06040/AT1G60460/AT5G36670/AT1G16710/AT1G08820/AT5G58610/AT2G35110/AT2G45200",18
"GO:0004518","nuclease activity","16/474","255/26722",0.0627450980392157,3.53728799536692,5.47085131586073,1.46531586785321e-05,0.00102083672127107,0.00089204316867555,"AT1G31290/AT5G61190/AT5G67240/AT2G48100/AT2G27040/AT5G54260/AT5G24360/AT2G26970/AT5G41150/AT1G61010/AT1G54440/AT1G34380/AT2G32415/AT2G21800/AT5G63960/AT5G11350",16
"GO:0060090","molecular adaptor activity","18/474","330/26722",0.0545454545454545,3.07502876869965,5.09697327657718,2.88107814743568e-05,0.00172041523661159,0.00150335957467696,"AT3G15880/AT3G05270/AT1G51270/AT1G77800/AT3G20810/AT4G11970/AT5G37380/AT1G54360/AT4G05520/AT5G10450/AT1G06040/AT1G60460/AT5G36670/AT1G16710/AT1G08820/AT5G58610/AT2G35110/AT2G45200",18
"GO:0043531","ADP binding","12/474","168/26722",0.0714285714285714,4.02682338758288,5.28864190773649,4.91558959023509e-05,0.00256839556089784,0.00224435472080471,"AT5G17680/AT5G43730/AT1G65850/AT5G40910/AT1G17615/AT4G16950/AT4G16890/AT1G12290/AT1G72860/AT1G61190/AT2G39730/AT5G51630",12
"GO:0003678","DNA helicase activity","6/474","39/26722",0.153846153846154,8.67315806556313,6.44401489723781,5.99345249770177e-05,0.00278362571559927,0.00243243042889183,"AT5G08110/AT1G35530/AT1G31360/AT5G27680/AT3G05740/AT3G27730",6
"GO:0140993","histone modifying activity","12/474","189/26722",0.0634920634920635,3.57939856674034,4.78215439427269,0.000151509624617319,0.00633310230900393,0.00553408839391681,"AT3G20020/AT3G10390/AT3G20810/AT2G40930/AT5G26040/AT5G43990/AT2G23740/AT5G42400/AT1G16710/AT4G29180/AT5G09230/AT3G18520",12
"GO:0140658","ATP-dependent chromatin remodeler activity","5/474","31/26722",0.161290322580645,9.09282700421941,6.05851373452605,0.00019960990037387,0.0075639725630302,0.0066096662789511,"AT2G18760/AT2G44980/AT3G19210/AT1G02670/AT2G40770",5
"GO:0120543","macromolecular conformation isomerase activity","13/474","226/26722",0.0575221238938053,3.24284007318621,4.55019265220016,0.000217147537694647,0.0075639725630302,0.0066096662789511,"AT2G45500/AT5G08110/AT4G27370/AT1G35530/AT1G31360/AT1G51380/AT2G21300/AT5G27680/AT1G60460/AT3G58160/AT1G20060/AT3G05740/AT3G27730",13
"GO:0016853","isomerase activity","20/474","460/26722",0.0434782608695652,2.45110988809393,4.21873974493942,0.000240212555834302,0.00772375756451834,0.00674929205461562,"AT1G07780/AT3G54960/AT2G45500/AT5G08110/AT4G27370/AT1G35530/AT1G31360/AT5G05590/AT1G51380/AT2G21300/AT5G27680/AT3G12340/AT1G60460/AT3G58160/AT1G09800/AT5G48010/AT1G20060/AT3G05740/AT5G17530/AT3G27730",20
"GO:0016896","RNA exonuclease activity, producing 5'-phosphomonoesters","5/474","38/26722",0.131578947368421,7.41783255607373,5.32012859544092,0.00053253956795808,0.0159001099576055,0.0138940774497334,"AT2G26970/AT1G61010/AT1G54440/AT2G32415/AT5G11350",5
"GO:0004532","RNA exonuclease activity","5/474","39/26722",0.128205128205128,7.22763172130261,5.23004364613458,0.000602040309572941,0.016776856626766,0.0146602096436358,"AT2G26970/AT1G61010/AT1G54440/AT2G32415/AT5G11350",5
