"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140993","histone modifying activity","16/471","189/26722",0.0846560846560847,4.80292971163459,7.02780824567223,2.72917502404071e-07,0.000111623258483265,9.45156403062518e-05,"AT3G20020/AT5G61060/AT3G10390/AT3G20810/AT2G40930/AT1G09060/AT5G49020/AT5G26040/AT5G42400/AT5G43990/AT5G10290/AT1G51890/AT3G49400/AT1G08620/AT2G23740/AT1G63490",16
"GO:0140097","catalytic activity, acting on DNA","17/471","233/26722",0.0729613733905579,4.13943486144902,6.44704254910474,9.53662336771093e-07,0.000195023947869689,0.0001651341625251,"AT2G18760/AT5G08110/AT2G44980/AT5G55300/AT5G54260/AT1G35530/AT1G31360/AT1G08840/AT5G41150/AT2G45700/AT3G09660/AT3G20540/AT5G44740/AT1G34380/AT3G19210/AT5G27680/AT1G60460",17
"GO:0004518","nuclease activity","17/471","255/26722",0.0666666666666667,3.78230714791224,5.97980034772617,3.27132471084329e-06,0.000445990602244968,0.000377637133286822,"AT1G31290/AT5G61190/AT5G67240/AT2G48100/AT2G27040/AT5G54260/AT5G24360/AT2G26970/AT5G50780/AT1G08840/AT5G41150/AT1G61010/AT2G45700/AT4G31150/AT1G54440/AT1G34380/AT2G32415",17
"GO:0030674","protein-macromolecule adaptor activity","18/471","313/26722",0.0575079872204473,3.26269306688916,5.39368671836635,1.31042038704491e-05,0.00120489612195395,0.00102023117777081,"AT3G15880/AT3G05270/AT1G51270/AT5G09410/AT1G77800/AT3G20810/AT5G37380/AT1G09060/AT4G11970/AT3G20290/AT1G54360/AT4G05520/AT5G10450/AT2G45140/AT1G06040/AT3G61710/AT1G60460/AT5G36670",18
"GO:0004527","exonuclease activity","9/471","85/26722",0.105882352941176,6.00719370550768,6.19334226418053,1.91441606348175e-05,0.00120489612195395,0.00102023117777081,"AT5G67240/AT2G48100/AT5G54260/AT2G26970/AT1G61010/AT2G45700/AT1G54440/AT1G34380/AT2G32415",9
"GO:0032452","histone demethylase activity","5/471","20/26722",0.25,14.1836518046709,7.90028406929981,2.07490981875751e-05,0.00120489612195395,0.00102023117777081,"AT3G10390/AT3G20810/AT1G09060/AT1G08620/AT1G63490",5
"GO:0140457","protein demethylase activity","5/471","20/26722",0.25,14.1836518046709,7.90028406929981,2.07490981875751e-05,0.00120489612195395,0.00102023117777081,"AT3G10390/AT3G20810/AT1G09060/AT1G08620/AT1G63490",5
"GO:0008094","ATP-dependent activity, acting on DNA","10/471","110/26722",0.0909090909090909,5.15769156533488,5.85293545359842,2.56215929352999e-05,0.00120489612195395,0.00102023117777081,"AT2G18760/AT5G08110/AT2G44980/AT1G35530/AT1G31360/AT1G08840/AT3G09660/AT3G19210/AT5G27680/AT1G60460",10
"GO:0060090","molecular adaptor activity","18/471","330/26722",0.0545454545454545,3.09461493920093,5.12848271893054,2.65136065955636e-05,0.00120489612195395,0.00102023117777081,"AT3G15880/AT3G05270/AT1G51270/AT5G09410/AT1G77800/AT3G20810/AT5G37380/AT1G09060/AT4G11970/AT3G20290/AT1G54360/AT4G05520/AT5G10450/AT2G45140/AT1G06040/AT3G61710/AT1G60460/AT5G36670",18
"GO:0032451","demethylase activity","6/471","37/26722",0.162162162162162,9.20020657600275,6.68583928306536,4.24794326794972e-05,0.00173740879659143,0.00147112982647943,"AT3G10390/AT3G20810/AT1G09060/AT2G17970/AT1G08620/AT1G63490",6
"GO:0003678","DNA helicase activity","6/471","39/26722",0.153846153846154,8.72840111056671,6.46946713142882,5.78669115039294e-05,0.00215159698228247,0.00182183864926247,"AT5G08110/AT1G35530/AT1G31360/AT1G08840/AT3G09660/AT5G27680",6
"GO:0043138","3'-5' DNA helicase activity","4/471","15/26722",0.266666666666667,15.129228591649,7.33188102284553,0.000111483697269535,0.00379973601527,0.00321738038611203,"AT5G08110/AT1G35530/AT1G31360/AT5G27680",4
"GO:0008276","protein methyltransferase activity","8/471","85/26722",0.0941176470588235,5.33972773822905,5.36776102483246,0.000128936992138662,0.00405655613728559,0.00343483970960483,"AT3G20020/AT3G20810/AT5G49020/AT5G42400/AT5G43990/AT5G50240/AT2G23740/AT3G13440",8
"GO:0042054","histone methyltransferase activity","6/471","48/26722",0.125,7.09182590233546,5.65832527260503,0.000190400207245065,0.00556240605451654,0.00470989986343055,"AT3G20020/AT3G20810/AT5G49020/AT5G42400/AT5G43990/AT2G23740",6
"GO:0120543","macromolecular conformation isomerase activity","13/471","226/26722",0.0575221238938053,3.2634951054995,4.5772802431683,0.000204204893988489,0.00556798677608614,0.00471462527173425,"AT2G45500/AT5G08110/AT5G55300/AT2G21300/AT4G27370/AT1G35530/AT1G31360/AT1G08840/AT3G09660/AT1G51380/AT4G14790/AT5G27680/AT1G60460",13
"GO:0141052","histone H3 demethylase activity","4/471","18/26722",0.222222222222222,12.6076904930408,6.59869102468835,0.000239651234950053,0.00612608469341073,0.00518718791437944,"AT3G20810/AT1G09060/AT1G08620/AT1G63490",4
"GO:0120545","nucleic acid conformation isomerase activity","10/471","146/26722",0.0684931506849315,3.8859320012797,4.68361939118026,0.000275812895912306,0.00663573378989019,0.00561872710558196,"AT5G08110/AT5G55300/AT1G35530/AT1G31360/AT1G08840/AT3G09660/AT1G51380/AT4G14790/AT5G27680/AT1G60460",10
"GO:0004519","endonuclease activity","10/471","150/26722",0.0666666666666667,3.78230714791224,4.57722709630493,0.000342551735862024,0.00778353666486488,0.00659061526892432,"AT1G31290/AT2G27040/AT5G54260/AT5G24360/AT5G50780/AT1G08840/AT5G41150/AT1G61010/AT4G31150/AT1G34380",10
"GO:0016887","ATP hydrolysis activity","14/471","287/26722",0.0487804878048781,2.76754181554554,4.03259742978809,0.000627903986196826,0.0135164594923422,0.0114448981417593,"AT2G25530/AT2G45500/AT3G44400/AT5G40910/AT2G44980/AT4G02460/AT5G50780/AT2G07680/AT4G16920/AT1G15520/AT3G24530/AT4G15215/AT1G04730/AT5G08470",14
"GO:0043531","ADP binding","10/471","168/26722",0.0595238095238095,3.37705995349307,4.13993652114092,0.000832051239787549,0.0170154478536554,0.0144076240994791,"AT5G17680/AT5G43730/AT1G65850/AT3G44400/AT5G40910/AT1G17615/AT4G16950/AT4G16920/AT4G19510/AT4G16890",10
"GO:0140938","histone H3 methyltransferase activity","4/471","26/26722",0.153846153846154,8.72840111056671,5.28101149129383,0.00104729922271312,0.0203973991471269,0.0172712503394795,"AT3G20810/AT5G49020/AT5G42400/AT2G23740",4
"GO:0016779","nucleotidyltransferase activity","9/471","151/26722",0.0596026490066225,3.38153288058379,3.93101758872527,0.00148131033333176,0.0265334025576205,0.0224668368072504,"AT1G68990/AT2G25850/AT3G49500/AT3G47630/AT3G20540/AT2G40520/AT3G56320/AT5G44740/AT1G22660",9
"GO:0016853","isomerase activity","18/471","460/26722",0.0391304347826087,2.22004984768762,3.53554584842376,0.00149209843233563,0.0265334025576205,0.0224668368072504,"AT1G07780/AT3G54960/AT2G45500/AT5G08110/AT5G55300/AT2G21300/AT4G27370/AT1G35530/AT1G31360/AT1G08840/AT1G70730/AT3G09660/AT5G05590/AT1G51380/AT4G14790/AT5G27680/AT3G12340/AT1G60460",18
"GO:0004386","helicase activity","8/471","126/26722",0.0634920634920635,3.60219728372595,3.92176178880439,0.00180154837379257,0.0307013868700484,0.0259960269727086,"AT5G08110/AT1G35530/AT1G31360/AT1G08840/AT3G09660/AT1G51380/AT4G14790/AT5G27680",8
"GO:0004536","DNA nuclease activity","5/471","51/26722",0.0980392156862745,5.56221639398859,4.36822701336368,0.00200804068005309,0.0328515455256685,0.0278166477363143,"AT5G54260/AT1G08840/AT5G41150/AT2G45700/AT1G34380",5
"GO:0017111","ribonucleoside triphosphate phosphatase activity","18/471","477/26722",0.0377358490566038,2.14092857428995,3.36789264237801,0.00221292578827045,0.0348110249001005,0.0294758131312136,"AT2G25530/AT1G10300/AT2G45500/AT3G44400/AT5G40910/AT2G44980/AT4G02460/AT2G36250/AT5G50780/AT2G07680/AT4G16920/AT1G15520/AT3G20290/AT3G24530/AT4G15215/AT4G05520/AT1G04730/AT5G08470",18
"GO:0008409","5'-3' exonuclease activity","3/471","16/26722",0.1875,10.6377388535032,5.16528874997089,0.0025683465631337,0.0375162051543458,0.0317663917019168,"AT1G61010/AT2G45700/AT1G34380",3
"GO:0051539","4 iron, 4 sulfur cluster binding","3/471","16/26722",0.1875,10.6377388535032,5.16528874997089,0.0025683465631337,0.0375162051543458,0.0317663917019168,"AT5G60600/AT4G35830/AT5G03905",3
"GO:0003727","single-stranded RNA binding","6/471","81/26722",0.0740740740740741,4.20256349768027,3.86659672342661,0.00309413409611962,0.0433730014153915,0.0367255629022361,"AT4G15415/AT4G31150/AT4G13850/AT1G54440/AT1G07320/AT2G32415",6
"GO:0004540","RNA nuclease activity","9/471","169/26722",0.0532544378698225,3.02136961519617,3.530987408371,0.00318139374685024,0.0433730014153915,0.0367255629022361,"AT1G31290/AT5G61190/AT2G27040/AT5G24360/AT2G26970/AT1G61010/AT4G31150/AT1G54440/AT2G32415",9
