"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016887","ATP hydrolysis activity","32/898","287/26722",0.111498257839721,3.3178802293909,7.36198702103815,3.32734302609781e-09,1.81007460619721e-06,1.49205066222912e-06,"AT3G44400/AT5G50780/AT4G16920/AT1G15520/AT3G24530/AT1G04730/AT5G08470/AT1G03905/AT3G48870/AT3G27610/AT3G09440/AT1G09080/AT4G35520/AT5G57350/AT3G57300/AT3G28600/AT2G19110/AT1G50140/AT5G49840/AT2G14080/AT4G09140/AT2G39730/AT2G01320/AT1G20060/AT3G12020/AT4G15215/AT5G06670/AT4G02460/AT3G54280/AT1G01910/AT4G15233/AT2G37280",32
"GO:0003774","cytoskeletal motor activity","12/898","67/26722",0.17910447761194,5.32965462221188,6.61689247206368,2.11075210877185e-06,0.000452256022685683,0.000372796179690598,"AT2G21300/AT4G27370/AT3G16630/AT5G43900/AT3G19960/AT2G31900/AT1G20060/AT3G12020/AT5G06670/AT3G45850/AT5G66310/AT3G51150",12
"GO:0017111","ribonucleoside triphosphate phosphatase activity","37/898","477/26722",0.0775681341719078,2.30821345360993,5.37609924510428,2.49405894863428e-06,0.000452256022685683,0.000372796179690598,"AT3G44400/AT5G50780/AT4G16920/AT1G15520/AT3G20290/AT3G24530/AT1G04730/AT5G08470/AT1G03905/AT3G48870/AT3G27610/AT2G36250/AT3G09440/AT1G09080/AT4G35520/AT5G57350/AT3G57300/AT3G28600/AT2G19110/AT1G50140/AT5G49840/AT2G14080/AT4G09140/AT2G39730/AT2G01320/AT1G20060/AT3G12020/AT4G15215/AT5G06670/AT4G02460/AT3G54280/AT1G01910/AT4G15233/AT2G31060/AT3G61760/AT1G72660/AT2G37280",37
"GO:0140097","catalytic activity, acting on DNA","23/898","233/26722",0.0987124463519313,2.93740978999589,5.53884783372855,4.33487347039074e-06,0.000589542791973141,0.00048596213115433,"AT5G55300/AT1G08840/AT2G45700/AT3G09660/AT3G20540/AT5G44740/AT3G52050/AT3G42670/AT1G67500/AT5G27680/AT5G57970/AT5G64520/AT1G48360/AT1G49980/AT4G02060/AT3G54280/AT1G31360/AT2G22260/AT2G26840/AT5G41150/AT1G07745/AT1G01880/AT5G26940",23
"GO:0016779","nucleotidyltransferase activity","17/898","151/26722",0.112582781456954,3.35015265711884,5.40049244190187,1.37467969542668e-05,0.00128900552485186,0.00106253164393749,"AT3G49500/AT3G20540/AT2G40520/AT5G44740/AT4G32850/AT3G27610/AT3G52050/AT5G55130/AT1G67500/AT3G45750/AT4G22340/AT1G49980/AT5G60590/AT2G15430/AT5G17310/AT2G31580/AT3G18090",17
"GO:0120544","polypeptide conformation or assembly isomerase activity","12/898","80/26722",0.15,4.46358574610245,5.78549190872103,1.4216972700572e-05,0.00128900552485186,0.00106253164393749,"AT2G21300/AT4G27370/AT3G16630/AT5G43900/AT3G19960/AT2G31900/AT1G20060/AT3G12020/AT5G06670/AT3G45850/AT5G66310/AT3G51150",12
"GO:0120543","macromolecular conformation isomerase activity","21/898","226/26722",0.0929203539823009,2.76505311705461,4.96906418832004,2.78527774171794e-05,0.00216455870213509,0.0017842531097321,"AT5G55300/AT2G21300/AT1G08840/AT3G09660/AT4G27370/AT4G14790/AT3G16630/AT5G43900/AT3G19960/AT5G27680/AT1G51380/AT2G31900/AT1G48650/AT1G20060/AT3G12020/AT4G02060/AT5G06670/AT3G45850/AT1G31360/AT5G66310/AT3G51150",21
"GO:0008237","metallopeptidase activity","11/898","75/26722",0.146666666666667,4.36439495174462,5.44084318226451,3.99163905938388e-05,0.00271431456038104,0.00223741873591781,"AT2G03140/AT1G67420/AT3G02090/AT4G17830/AT1G10840/AT1G55915/AT1G79560/AT4G20310/AT2G36305/AT5G20660/AT1G22920",11
"GO:0005524","ATP binding","27/898","347/26722",0.0778097982708934,2.31540470979378,4.59918269004817,5.2322077758366e-05,0.00316257892228346,0.00260692457603087,"AT1G51790/AT3G08840/AT5G10290/AT1G51890/AT3G24530/AT5G01950/AT4G24810/AT1G78940/AT1G72330/AT1G07570/AT1G50140/AT5G64520/AT5G49840/AT3G24560/AT2G39730/AT5G61550/AT1G21650/AT2G45480/AT3G20200/AT3G54280/AT3G45430/AT1G63430/AT1G56120/AT5G16810/AT1G07745/AT1G01740/AT5G49780",27
"GO:0016853","isomerase activity","32/898","460/26722",0.0695652173913043,2.07006875181563,4.31697431421961,9.62077271517396e-05,0.00523370035705463,0.00431415702806748,"AT5G55300/AT2G21300/AT1G08840/AT1G70730/AT3G09660/AT4G27370/AT4G14790/AT3G16630/AT2G47470/AT5G14500/AT5G43900/AT3G19960/AT1G06820/AT5G27680/AT1G16720/AT1G51380/AT2G31900/AT1G48650/AT1G20060/AT3G60370/AT3G12020/AT4G02060/AT5G06670/AT1G30620/AT3G45850/AT4G15340/AT1G31360/AT1G07780/AT5G66310/AT3G51150/AT3G01850/AT1G55370",32
