"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006325","chromatin organization","20/368","323/21192",0.0619195046439628,3.56575582177951,6.17708136833449,1.06954408001599e-06,0.00123853204465852,0.00116524012928058,"AT5G61060/AT1G28060/AT5G55300/AT5G50780/AT1G09060/AT5G49020/AT3G12550/AT1G08620/AT3G49840/AT5G43990/AT1G63490/AT1G77310/AT2G33290/AT3G02890/AT1G21610/AT3G42670/AT2G22475/AT3G57300/AT5G59390/AT3G57060",20
"GO:0045814","negative regulation of gene expression, epigenetic","13/368","153/21192",0.0849673202614379,4.89300937766411,6.42445329205109,2.8348280057197e-06,0.00153295449267453,0.00144223970540691,"AT5G61060/AT1G28060/AT5G50780/AT1G09060/AT3G12550/AT1G08620/AT5G43990/AT1G63490/AT2G33290/AT3G02890/AT1G21610/AT3G42670/AT5G59390",13
"GO:0006346","DNA methylation-dependent constitutive heterochromatin formation","8/368","54/21192",0.148148148148148,8.53140096618357,7.36645025406215,3.971384696048e-06,0.00153295449267453,0.00144223970540691,"AT1G28060/AT5G50780/AT1G09060/AT3G12550/AT5G43990/AT2G33290/AT3G42670/AT5G59390",8
"GO:0140719","constitutive heterochromatin formation","8/368","58/21192",0.137931034482759,7.94302848575712,7.03865453132697,6.88736909037213e-06,0.00191305622104871,0.00179984836722609,"AT1G28060/AT5G50780/AT1G09060/AT3G12550/AT5G43990/AT2G33290/AT3G42670/AT5G59390",8
"GO:0080188","gene silencing by siRNA-directed DNA methylation","7/368","44/21192",0.159090909090909,9.16156126482213,7.20414573820022,9.91220839921612e-06,0.00191305622104871,0.00179984836722609,"AT1G28060/AT5G50780/AT3G12550/AT5G43990/AT2G33290/AT3G42670/AT5G59390",7
"GO:0141194","siRNA-mediated heterochromatin formation","7/368","44/21192",0.159090909090909,9.16156126482213,7.20414573820022,9.91220839921612e-06,0.00191305622104871,0.00179984836722609,"AT1G28060/AT5G50780/AT3G12550/AT5G43990/AT2G33290/AT3G42670/AT5G59390",7
"GO:0010629","negative regulation of gene expression","20/368","398/21192",0.050251256281407,2.89381691064016,5.07023470906835,2.39518036161965e-05,0.00355722393984501,0.00334672009611815,"AT5G61060/AT1G28060/AT1G06710/AT5G50780/AT1G55500/AT1G09060/AT3G12550/AT3G49500/AT1G08620/AT5G43990/AT1G63490/AT5G60120/AT3G60500/AT5G45150/AT2G33290/AT3G02890/AT1G21610/AT1G48980/AT3G42670/AT5G59390",20
"GO:0040029","epigenetic regulation of gene expression","14/368","216/21192",0.0648148148148148,3.73248792270531,5.36588483015163,2.68753672907231e-05,0.00355722393984501,0.00334672009611815,"AT5G61060/AT1G28060/AT5G50780/AT1G09060/AT3G12550/AT1G08620/AT5G43990/AT1G63490/AT2G33290/AT3G02890/AT1G21610/AT3G42670/AT2G22475/AT5G59390",14
"GO:0006338","chromatin remodeling","17/368","306/21192",0.0555555555555556,3.19927536231884,5.15145894401376,2.80202781871432e-05,0.00355722393984501,0.00334672009611815,"AT5G61060/AT1G28060/AT5G55300/AT5G50780/AT1G09060/AT5G49020/AT3G12550/AT1G08620/AT5G43990/AT1G63490/AT2G33290/AT3G02890/AT1G21610/AT3G42670/AT2G22475/AT3G57300/AT5G59390",17
"GO:0031048","regulatory ncRNA-mediated heterochromatin formation","7/368","52/21192",0.134615384615385,7.75209030100334,6.48044724714861,3.07186868725821e-05,0.00355722393984501,0.00334672009611815,"AT1G28060/AT5G50780/AT3G12550/AT5G43990/AT2G33290/AT3G42670/AT5G59390",7
"GO:1903046","meiotic cell cycle process","12/368","168/21192",0.0714285714285714,4.11335403726708,5.38571086123411,3.91878912833682e-05,0.00412541619146731,0.00388128875390297,"AT4G32200/AT3G09660/AT5G63370/AT2G46980/AT1G08620/AT1G01690/AT1G50240/AT5G61960/AT4G35520/AT4G21820/AT4G17380/AT3G57060",12
"GO:0051321","meiotic cell cycle","12/368","185/21192",0.0648648648648649,3.73537015276146,4.96749579073868,9.94864941531699e-05,0.0096004466857809,0.00903232644285359,"AT4G32200/AT3G09660/AT5G63370/AT2G46980/AT1G08620/AT1G01690/AT1G50240/AT5G61960/AT4G35520/AT4G21820/AT4G17380/AT3G57060",12
"GO:0006281","DNA repair","17/368","349/21192",0.0487106017191977,2.80509530335119,4.52012341768739,0.000141289624621672,0.012585645023992,0.0118408713751765,"AT5G50780/AT1G08840/AT2G45700/AT3G09660/AT3G20540/AT4G31150/AT5G44740/AT4G17020/AT1G76710/AT3G16230/AT4G35520/AT5G43500/AT3G57300/AT1G67500/AT4G17380/AT5G27680/AT5G57970",17
"GO:0070192","chromosome organization involved in meiotic cell cycle","6/368","47/21192",0.127659574468085,7.35152636447734,5.79483062822023,0.000154971107410413,0.0128183244558041,0.0120597816669005,"AT4G32200/AT2G46980/AT1G08620/AT1G01690/AT4G17380/AT3G57060",6
"GO:0031047","regulatory ncRNA-mediated gene silencing","10/368","144/21192",0.0694444444444444,3.99909420289855,4.80046705351419,0.000215882160460595,0.016666102787558,0.0156798621808222,"AT1G28060/AT5G50780/AT1G09060/AT3G12550/AT3G49500/AT5G43990/AT5G45150/AT2G33290/AT3G42670/AT5G59390",10
"GO:0140013","meiotic nuclear division","9/368","119/21192",0.0756302521008403,4.35531603945926,4.87934231537303,0.000235209909398714,0.0170233171927319,0.016015937909715,"AT4G32200/AT3G09660/AT5G63370/AT2G46980/AT1G01690/AT1G50240/AT5G61960/AT4G35520/AT4G17380",9
